Feature,Importance
CASES_MM_7_t-0,0.63193876
CASES_LAG_1_t-0,0.13040976
CASES_LAG_6_t-0,0.019823201
CASES_LAG_5_t-0,0.014878519
CASES_LAG_4_t-0,0.013767733
CASES_LAG_3_t-0,0.011086644
RH_MM_21_t-0,0.009862312
TEM_AVG_MM_28_t-0,0.009268203
CASES_LAG_2_t-0,0.009008733
WEEK_OF_YEAR_t-0,0.00894422
RH_MM_14_t-0,0.008487681
CASES_MM_14_t-0,0.008430302
TEM_AVG_MM_14_t-0,0.008124294
RAIN_ACC_21_t-0,0.007965654
RAIN_ACC_7_t-0,0.007820968
TEM_AVG_MM_21_t-0,0.006512667
TEM_AVG_MM_7_t-0,0.0064299265
RH_MM_7_t-0,0.006273355
SIGNIFICANT_RAIN_t-0,0.006092423
CASES_MM_21_t-0,0.005975182
RH_MM_28_t-0,0.0054828366
TEMP_RANGE_MM_7_t-0,0.0054581068
RAIN_ACC_14_t-0,0.0053644814
TEMP_RANGE_MM_21_t-0,0.005044595
TEMP_RANGE_MM_28_t-0,0.0049179182
CASES_MM_28_t-0,0.0048862193
RH_AVG_t-0,0.0042591444
RH_MAX_t-0,0.004088699
RAIN_ACC_28_t-0,0.003989073
TEMP_RANGE_t-0,0.0037936035
IDEAL_TEMP_t-0,0.0034973049
RAIN_t-0,0.0034593223
TEM_MIN_t-0,0.003209008
TEMP_RANGE_MM_14_t-0,0.0032084694
RH_MIN_t-0,0.0030814994
TEM_MAX_t-0,0.0028243382
TEM_AVG_t-0,0.0017472468
EXTREME_TEMP_t-0,0.0005875715
CASES_ACC_7_t-0,0.0
CASES_ACC_28_t-0,0.0
CASES_ACC_21_t-0,0.0
CASES_ACC_14_t-0,0.0
EXTREME_RAIN_t-0,0.0
RAIN_MM_7_t-0,0.0
RAIN_MM_14_t-0,0.0
RAIN_MM_21_t-0,0.0
RAIN_MM_28_t-0,0.0
